11/26/17,3:34:53PM,24.126C,23.41%,739lux,1
11/26/17,3:34:55PM,24.126C,23.41%,740lux,2
11/26/17,3:34:57PM,24.126C,23.41%,740lux,3
11/26/17,3:34:58PM,23.436C,23.41%,736lux,4
11/26/17,3:35:00PM,24.126C,23.90%,738lux,5
11/26/17,3:35:02PM,24.126C,23.90%,755lux,6
11/26/17,3:35:03PM,23.436C,23.90%,735lux,7
11/26/17,3:35:05PM,24.126C,23.90%,744lux,8
11/26/17,3:35:18PM,24.126C,23.90%,704lux,9
11/26/17,3:35:20PM,24.126C,23.90%,693lux,10
11/26/17,3:35:21PM,24.126C,23.41%,696lux,11
11/26/17,3:35:23PM,24.126C,23.41%,686lux,12
11/26/17,3:35:25PM,24.126C,23.41%,699lux,13
11/26/17,3:35:26PM,24.126C,23.41%,703lux,14
11/26/17,3:35:28PM,24.126C,23.41%,702lux,15
11/26/17,3:35:30PM,24.126C,23.41%,699lux,16
11/26/17,3:37:02PM,24.126C,23.41%,709lux,17
11/26/17,3:37:04PM,24.126C,23.41%,709lux,18
11/26/17,3:37:05PM,24.126C,23.41%,692lux,19
11/26/17,3:38:26PM,24.126C,24.39%,764lux,20
11/26/17,3:38:28PM,24.126C,24.39%,766lux,21
11/26/17,3:38:30PM,24.126C,24.39%,759lux,22
11/26/17,3:38:31PM,24.126C,24.39%,788lux,23
11/26/17,3:39:30PM,24.126C,23.41%,760lux,24
11/26/17,3:39:32PM,24.126C,23.41%,766lux,25
11/26/17,3:39:33PM,24.126C,23.41%,792lux,26
11/26/17,3:39:35PM,24.126C,23.41%,789lux,27
11/26/17,3:39:37PM,24.126C,23.41%,792lux,28
11/26/17,3:39:38PM,24.126C,23.41%,771lux,29
11/26/17,3:39:40PM,24.126C,23.41%,763lux,30
11/26/17,3:39:41PM,24.126C,23.41%,771lux,31
11/26/17,3:39:43PM,24.126C,23.41%,652lux,32
11/26/17,3:39:45PM,24.126C,23.41%,344lux,33
11/26/17,3:39:46PM,24.126C,23.41%,423lux,34
11/26/17,3:41:57PM,24.815C,42.53%,775lux,35
11/26/17,3:41:59PM,24.815C,41.55%,780lux,36
11/26/17,3:42:00PM,24.815C,40.57%,779lux,37
11/26/17,3:42:02PM,24.815C,39.10%,779lux,38
11/26/17,3:42:04PM,24.815C,37.63%,779lux,39
11/26/17,3:42:05PM,24.815C,36.16%,781lux,40
11/26/17,3:42:07PM,24.815C,35.18%,778lux,41
11/26/17,3:42:09PM,24.815C,34.20%,778lux,42
11/26/17,3:42:10PM,24.815C,33.22%,777lux,43
11/26/17,3:42:12PM,24.815C,32.23%,759lux,44
11/26/17,3:42:14PM,24.815C,31.74%,747lux,45
11/26/17,3:42:15PM,24.815C,32.23%,739lux,46
11/26/17,3:42:17PM,24.815C,32.23%,749lux,47
11/26/17,3:42:19PM,24.815C,32.72%,734lux,48
11/26/17,3:42:20PM,24.815C,33.71%,754lux,49
11/26/17,3:42:22PM,24.815C,34.20%,775lux,50
11/26/17,3:42:24PM,24.815C,34.20%,775lux,51
11/26/17,3:42:25PM,24.815C,33.71%,775lux,52
11/26/17,3:42:27PM,24.815C,33.22%,775lux,53
11/26/17,3:42:29PM,24.815C,32.72%,775lux,54
11/26/17,3:42:30PM,24.815C,32.23%,775lux,55
11/26/17,3:42:32PM,24.815C,31.25%,775lux,56
11/26/17,3:42:34PM,24.815C,30.76%,775lux,57
11/26/17,3:42:35PM,24.815C,30.27%,775lux,58
11/26/17,3:42:37PM,24.815C,29.29%,777lux,59
11/26/17,3:42:38PM,24.815C,28.80%,774lux,60
11/26/17,3:42:40PM,24.815C,28.31%,775lux,61
11/26/17,3:42:42PM,24.815C,27.82%,776lux,62
11/26/17,3:42:43PM,24.126C,27.33%,775lux,63
11/26/17,3:42:45PM,24.126C,27.33%,775lux,64
11/26/17,3:42:47PM,24.126C,26.84%,776lux,65
11/26/17,3:42:48PM,24.126C,26.35%,776lux,66
11/26/17,3:42:50PM,24.126C,26.35%,776lux,67
11/26/17,3:42:52PM,24.126C,25.86%,775lux,68
11/26/17,3:42:53PM,24.126C,25.86%,775lux,69
11/26/17,3:42:55PM,24.126C,25.37%,775lux,70
11/26/17,3:42:57PM,24.126C,25.37%,775lux,71
11/26/17,3:42:58PM,24.126C,24.88%,775lux,72
11/26/17,3:43:00PM,24.126C,24.88%,774lux,73
11/26/17,3:43:02PM,24.126C,24.88%,775lux,74
11/26/17,3:43:03PM,24.126C,24.39%,776lux,75
11/26/17,3:44:03PM,24.126C,23.41%,737lux,76
11/26/17,3:46:21PM,24.126C,23.90%,766lux,77
11/26/17,3:47:22PM,24.126C,23.41%,791lux,78
11/26/17,3:48:02PM,24.126C,23.41%,682lux,79
11/26/17,3:49:02PM,24.126C,23.41%,516lux,80
11/26/17,3:50:03PM,24.126C,22.92%,732lux,81
11/26/17,3:51:04PM,24.126C,22.92%,809lux,82
11/26/17,3:52:05PM,24.126C,22.92%,699lux,83
11/26/17,3:53:05PM,24.126C,24.39%,693lux,84
11/26/17,3:54:06PM,24.126C,22.92%,328lux,85
11/26/17,3:55:07PM,24.126C,22.92%,811lux,86
11/26/17,3:56:07PM,24.126C,22.92%,1843lux,87
11/26/17,3:57:08PM,24.126C,22.92%,811lux,88
11/26/17,3:58:09PM,24.126C,22.92%,803lux,89
11/26/17,3:59:10PM,24.126C,22.92%,729lux,90
11/26/17,4:00:10PM,24.126C,23.41%,702lux,91
11/26/17,4:01:11PM,24.126C,22.92%,384lux,92
11/26/17,4:16:25PM,24.126C,23.90%,486lux,93
11/26/17,4:17:26PM,24.126C,23.41%,466lux,94
11/26/17,8:03:19PM,26.193C,34.20%,713lux,95
11/26/17,8:03:30PM,26.193C,30.27%,714lux,96
11/26/17,8:04:31PM,25.504C,26.35%,591lux,97
11/26/17,8:05:31PM,25.504C,25.86%,439lux,98
11/26/17,8:06:32PM,24.815C,25.86%,713lux,99
11/26/17,8:07:33PM,24.815C,25.86%,715lux,100
11/26/17,8:08:33PM,24.815C,25.86%,716lux,101
11/26/17,8:09:49PM,24.815C,25.86%,583lux,102
11/26/17,8:10:49PM,24.815C,25.86%,716lux,103
11/26/17,8:11:50PM,24.815C,25.86%,716lux,104
11/26/17,8:12:51PM,24.815C,25.37%,715lux,105
11/26/17,8:13:52PM,24.815C,25.86%,716lux,106
11/26/17,8:14:52PM,24.815C,25.86%,714lux,107
11/26/17,8:15:53PM,24.815C,25.86%,715lux,108
11/26/17,8:16:54PM,24.815C,25.86%,715lux,109
11/26/17,8:17:54PM,24.815C,25.86%,692lux,110
11/26/17,8:18:55PM,24.815C,26.35%,710lux,111
11/26/17,8:19:56PM,24.815C,25.86%,709lux,112
11/26/17,8:20:56PM,24.815C,26.35%,709lux,113
11/26/17,8:21:57PM,24.126C,25.86%,460lux,114
11/26/17,8:22:58PM,24.126C,25.86%,416lux,115
11/26/17,8:23:59PM,24.126C,25.86%,717lux,116
11/26/17,8:24:59PM,24.126C,26.35%,695lux,117
11/26/17,8:26:00PM,24.126C,25.86%,690lux,118
11/26/17,8:27:01PM,24.126C,25.86%,717lux,119
11/26/17,8:28:01PM,24.126C,25.37%,713lux,120
11/26/17,8:29:02PM,24.126C,25.37%,708lux,121
11/26/17,8:30:03PM,24.126C,25.37%,703lux,122
11/26/17,8:31:03PM,24.126C,25.37%,714lux,123
11/26/17,8:32:04PM,24.126C,25.37%,714lux,124
11/26/17,8:33:05PM,24.126C,25.37%,712lux,125
11/26/17,8:34:06PM,24.126C,25.37%,713lux,126
11/26/17,8:35:06PM,24.126C,25.37%,711lux,127
11/26/17,8:36:07PM,24.126C,25.37%,711lux,128
11/26/17,8:37:08PM,24.126C,24.88%,437lux,129
11/26/17,8:38:08PM,24.126C,24.88%,465lux,130
11/26/17,8:39:09PM,24.126C,26.84%,12lux,131
11/26/17,8:40:10PM,24.126C,25.37%,368lux,132
11/26/17,8:41:11PM,24.126C,24.88%,379lux,133
11/26/17,8:42:11PM,24.126C,24.88%,364lux,134
11/26/17,8:43:12PM,24.126C,24.88%,707lux,135
11/26/17,8:44:13PM,24.126C,24.88%,455lux,136
11/26/17,8:45:13PM,24.126C,24.88%,348lux,137
11/26/17,8:46:14PM,24.126C,24.88%,313lux,138
11/26/17,8:47:15PM,24.126C,24.88%,367lux,139
11/26/17,8:48:16PM,24.126C,24.88%,376lux,140
11/26/17,8:49:16PM,24.126C,24.88%,372lux,141
11/26/17,8:50:17PM,24.126C,24.88%,620lux,142
11/26/17,8:51:18PM,24.126C,24.88%,666lux,143
11/26/17,8:52:18PM,24.126C,24.88%,680lux,144
11/26/17,8:53:19PM,24.126C,24.88%,693lux,145
11/26/17,8:54:20PM,24.126C,24.88%,684lux,146
11/26/17,8:55:20PM,24.126C,24.88%,683lux,147
11/26/17,8:56:21PM,24.126C,24.88%,677lux,148
11/26/17,8:57:22PM,24.126C,24.88%,711lux,149
